White;2;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10
White;1;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;10;0;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;2;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
White;2;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;0;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10
White;0;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10
White;2;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;2;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10
White;1;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;0;0;0;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
Black;5;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;10;10;10;10;0;0;0;0;10;10;10;0;0;0;0;10;10;0;0;0;0;10;10;10;10;10;10;10;10;10
Black;3;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
Black;4;4;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;3;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
Black;3;9;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
Black;5;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;10;10;10;0;0;0;0;0;10;10;0;0;0;0;0;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
Black;3;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;0;10;10;10;10;10;10;10;10;10
Black;3;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;4;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;10;10;10;0;0;0;0;0;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;4;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;10;10;10;0;0;0;0;10;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;5;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;0;0;0;0;0;10;10;0;0;0;0;0;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;4;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;3;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10
Black;5;1;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;0;0;0;0;10;10;10;10;0;0;0;0;10;10;10;0;0;0;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10
Black;4;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;0;0;0;0;0;10;10;0;0;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10
Black;3;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;0;0;0;10;10;10;10;0;0;0;0;10;10;10;10;10;10;10;10;10
Black;3;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
Black;5;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;10;10;10;0;0;0;0;10;10;0;0;0;0;10;10;10;0;0;0;0;10;10;10;10;10;10;10;10;10
Black;4;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;0;0;0;10;10;10;0;0;0;0;10;10;0;0;0;0;0;10;10;10;10;10;10;10;10
Black;4;1;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10
